1	1329	2.069
2	1329	1.800
3	1329	1.769
4	1329	2.729
5	1329	2.062
6	1329	1.319
7	1329	2.331
8	1329	1.748
9	1329	2.681
10	1329	2.262
11	1329	2.093
12	1329	2.369
13	1329	1.548
14	1329	2.456
15	1329	1.039
16	1329	1.926
17	1329	1.901
18	1329	1.869
19	1329	1.981
20	1329	1.931
21	1329	1.613
22	1329	1.733
23	1329	1.902
24	1329	2.305
25	1329	2.437
26	1329	1.557
27	1329	1.821
28	1329	2.120
29	1329	2.195
30	1329	2.236
31	1329	2.136
32	1329	1.971
33	1329	2.288
34	1329	2.516
35	1329	1.582
36	1329	2.712
37	1329	2.176
38	1329	2.106
39	1329	2.689
40	1329	1.640
41	1329	1.863
42	1329	1.479
43	1329	1.704
44	1329	2.008
45	1329	2.154
46	1329	2.451
47	1329	1.941
48	1329	1.754
49	1329	1.500
51	1329	1.297
52	1329	2.184
53	1329	1.258
54	1329	2.693
55	1329	1.557
56	1329	2.055
58	1329	2.399
60	1329	2.364
62	1329	1.778
64	1329	1.703
66	1329	1.891
68	1329	1.746
70	1329	1.846
72	1329	2.137
74	1329	1.972
76	1329	1.565
78	1329	1.575
80	1329	1.980
82	1329	1.603
84	1329	1.984
86	1329	2.441
88	1329	2.162
90	1329	1.843
92	1329	1.761
94	1329	2.034
96	1329	2.700
98	1329	1.797
100	1329	1.633
102	1329	1.652
104	1329	1.558
106	1329	1.619
108	1329	2.374
110	1329	1.865
112	1329	1.530
114	1329	1.302
116	1329	1.578
118	1329	2.772
120	1329	1.376
122	1329	2.019
124	1329	2.637
126	1329	2.204
128	1329	2.078
130	1329	2.465
132	1329	1.400
134	1329	1.555
136	1329	1.985
138	1329	2.174
140	1329	1.945
142	1329	1.975
144	1329	1.675
146	1329	2.057
148	1329	3.033
150	1329	2.195
152	1329	1.945
154	1329	1.727
156	1329	1.084
158	1329	2.057
160	1329	1.943
162	1329	2.284
164	1329	2.079
166	1329	2.281
168	1329	1.141
170	1329	1.986
172	1329	1.255
174	1329	1.706
176	1329	1.950
178	1329	1.771
180	1329	2.060
182	1329	2.154
183	1329	1.592
184	1329	1.889
185	1329	1.805
186	1329	1.635
187	1329	2.229
188	1329	2.124
189	1329	2.039
190	1329	1.735
191	1329	1.910
192	1329	2.075
193	1329	1.786
194	1329	1.570
195	1329	1.914
196	1329	1.757
197	1329	1.307
198	1329	1.703
199	1329	1.451
200	1329	2.581
201	1329	1.604
202	1329	3.210
203	1329	2.194
204	1329	1.989
205	1329	1.405
206	1329	1.216
207	1329	1.642
208	1329	0.610
209	1329	1.774
211	1329	1.735
212	1329	2.147
213	1329	2.513
214	1329	1.733
215	1329	1.847
216	1329	1.803
217	1329	2.209
218	1329	1.781
220	1329	1.705
222	1329	1.684
223	1329	1.539
225	1329	0.999
227	1329	1.690
229	1329	1.634
231	1329	2.396
233	1329	2.332
235	1329	1.764
237	1329	1.794
239	1329	2.009
241	1329	1.423
243	1329	1.554
245	1329	1.845
247	1329	1.998
249	1329	2.226
251	1329	1.901
253	1329	1.824
255	1329	1.692
257	1329	1.997
259	1329	2.153
261	1329	3.045
263	1329	1.426
265	1329	1.944
267	1329	2.292
269	1329	1.262
271	1329	1.598
273	1329	2.090
275	1329	1.697
277	1329	1.910
279	1329	2.453
281	1329	2.196
283	1329	2.588
285	1329	2.495
287	1329	2.310
289	1329	1.623
291	1329	2.095
293	1329	1.433
295	1329	2.667
297	1329	1.704
299	1329	1.886
301	1329	2.201
303	1329	1.831
305	1329	1.587
307	1329	2.218
309	1329	1.980
311	1329	2.204
313	1329	1.880
315	1329	1.700
317	1329	2.133
319	1329	2.109
321	1329	1.597
323	1329	1.621
325	1329	1.274
327	1329	1.583
329	1329	1.648
331	1329	2.515
333	1329	2.050
335	1329	2.384
337	1329	1.598
339	1329	2.059
341	1329	1.949
343	1329	2.085
345	1329	1.842
347	1329	1.982
349	1329	1.822
351	1329	2.328
353	1329	1.462
355	1329	2.552
357	1329	2.664
358	1329	1.419
360	1329	1.767
362	1329	1.375
364	1329	2.176
366	1329	2.423
368	1329	2.089
370	1329	1.525
372	1329	2.672
374	1329	1.532
376	1329	1.811
378	1329	1.817
380	1329	1.498
382	1329	2.554
384	1329	2.421
386	1329	2.093
388	1329	2.353
390	1329	1.844
392	1329	1.649
394	1329	2.149
396	1329	1.945
398	1329	1.710
400	1329	2.346
402	1329	1.830
404	1329	1.722
406	1329	1.878
408	1329	2.318
410	1329	1.266
412	1329	2.051
414	1329	2.071
416	1329	1.871
418	1329	1.343
420	1329	1.917
421	1329	1.587
423	1329	1.925
425	1329	2.186
427	1329	3.196
429	1329	1.884
431	1329	2.016
433	1329	1.889
435	1329	2.199
437	1329	1.683
439	1329	2.057
441	1329	2.044
443	1329	1.482
445	1329	0.928
447	1329	2.137
449	1329	2.002
451	1329	1.781
453	1329	1.818
455	1329	1.930
457	1329	2.292
459	1329	1.922
461	1329	1.736
463	1329	1.656
465	1329	2.010
467	1329	1.906
469	1329	1.886
523	1329	2.535
524	1329	2.107
525	1329	1.999
526	1329	1.811
527	1329	1.860
528	1329	1.565
529	1329	2.414
530	1329	1.981
531	1329	1.681
532	1329	2.231
533	1329	1.720
534	1329	2.817
535	1329	2.161
536	1329	2.069
537	1329	1.330
538	1329	1.080
539	1329	2.208
540	1329	2.083
541	1329	1.627
542	1329	1.875
543	1329	1.825
544	1329	1.377
